Transcript ID,Ensemble Gene ID,Gene Symbol,FC Injured-Resident vs Uninjured-Resident: Uninjured-Resident,FC Injured-Resident vs Uninjured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Uninjured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Injured-Repopulated,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Resident,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Repopulated,Adj-p Injured-Resident vs Uninjured-Resident,Adj-p Injured-Repopulated vs Injured-Resident,Adj-p Injured-Repopulated vs Uninjured-Repopulated,Adj-p Uninjured-Repopulated vs Uninjured-Resident, 
ENSMUST00000122182.1,ENSMUSG00000009575.14,Cbx5,1,1.6823,1,0.7964,1,0.8152,1,1.6434,0.999879524,0.9999,0.9999,0.9501,
ENSMUST00000122188.7,ENSMUSG00000047866.18,Lonp2,1,1.0333,1,0.5968,1,1.3544,1,0.4553,0.999879524,0.753676296,0.9999,0.8265,
ENSMUST00000122202.7,ENSMUSG00000061479.15,Snrpa,1,0.7511,1,1.0228,1,1.3365,1,0.5748,0.999879524,0.987522172,0.9999,0.3711,
ENSMUST00000122216.7,ENSMUSG00000045160.14,Bola3,1,1.2969,1,1.0886,1,0.9679,1,1.4586,0.999879524,0.930984507,0.9999,0.7240,
ENSMUST00000122226.1,ENSMUSG00000101188.1,Eif4a-ps4,1,1.0537,1,1.1963,1,0.8651,1,1.4571,0.999879524,0.784595343,0.9999,0.7109,
ENSMUST00000122232.7,ENSMUSG00000030530.15,Furin,1,1.1459,1,0.8453,1,0.7563,1,1.2806,0.999879524,0.602767176,0.8962,0.7069,
ENSMUST00000122242.7,ENSMUSG00000060519.11,Tor3a,1,1.1957,1,1.6187,1,0.6342,1,3.0520,0.999879524,0.034889844,0.6216,0.0002,
ENSMUST00000122255.7,ENSMUSG00000030527.15,Crtc3,1,1.1014,1,0.6889,1,0.8534,1,0.8891,0.999879524,0.321562298,0.9999,0.9733,
ENSMUST00000122259.7,ENSMUSG00000020097.14,Sgpl1,1,0.9609,1,1.0171,1,0.8109,1,1.2054,0.999879524,0.969630809,0.5977,0.4843,
ENSMUST00000122279.1,ENSMUSG00000024608.11,Rps14,1,0.5975,1,1.6003,1,1.6879,1,0.5665,0.999879524,0.9999,0.9999,0.7546,
ENSMUST00000122284.8,ENSMUSG00000022897.15,Dyrk1a,1,1.3126,1,0.6349,1,0.6048,1,1.3780,0.999879524,0.642833921,0.9999,0.9484,
ENSMUST00000122288.1,ENSMUSG00000027879.9,Sec22b,1,0.9713,1,0.9244,1,1.1850,1,0.7577,0.999879524,0.981015066,0.9999,0.9769,
ENSMUST00000122290.1,ENSMUSG00000027673.12,Ndufb5,1,0.9550,1,0.7996,1,0.7241,1,1.0546,0.999879524,0.865713058,0.9999,0.9937,
ENSMUST00000122292.1,ENSMUSG00000085783.3,Gm9816,1,1.0106,1,0.8294,1,0.7520,1,1.1146,0.999879524,0.9999,0.9999,0.9875,
ENSMUST00000122300.7,ENSMUSG00000021288.19,Klc1,1,0.6875,1,1.2529,1,0.9510,1,0.9058,0.999879524,0.82788695,0.9999,0.9874,
ENSMUST00000122302.7,ENSMUSG00000022961.18,Son,1,0.8639,1,0.9983,1,1.4232,1,0.6060,0.999879524,0.999704088,0.9999,0.4505,
ENSMUST00000122303.1,ENSMUSG00000052539.15,Magi3,1,2.3801,1,1.2243,1,0.6321,1,4.6095,0.999879524,0.9999,0.9999,0.7060,
ENSMUST00000122309.1,ENSMUSG00000078495.10,Zfp984,1,1.1034,1,0.6928,1,0.5461,1,1.3999,0.999879524,0.9999,0.9999,0.9727,
ENSMUST00000122312.7,ENSMUSG00000001127.12,Araf,1,1.4854,1,1.1169,1,1.6331,1,1.0159,0.999879524,0.950754922,0.9999,0.9969,
ENSMUST00000122334.7,ENSMUSG00000028013.16,Ppa2,1,5.2528,1,1.2717,1,0.5350,1,12.4865,0.999879524,0.9999,0.9999,0.1131,
ENSMUST00000122348.2,ENSMUSG00000023067.14,Cdkn1a,1,2.5991,1,0.6550,1,0.6013,1,2.8315,0.999879524,0.660786764,0.9999,0.3509,
ENSMUST00000122358.7,ENSMUSG00000002320.15,Tm9sf1,1,1.3060,1,1.1810,1,0.9356,1,1.6485,0.999879524,0.837565614,0.9999,0.5797,
ENSMUST00000122363.7,ENSMUSG00000001062.18,Vps9d1,1,1.8397,1,1.5706,1,1.2202,1,2.3681,0.999879524,0.909009632,0.9999,0.9291,
ENSMUST00000122373.1,ENSMUSG00000080242.5,Atp6v0c-ps2,1,0.9473,1,1.2702,1,0.9234,1,1.3031,0.999879524,0.656522801,0.9999,0.8680,
ENSMUST00000122384.8,ENSMUSG00000032470.17,Mras,1,1.0579,1,0.5840,1,0.8214,1,0.7522,0.999879524,0.315084386,0.9999,0.9277,
ENSMUST00000122389.7,ENSMUSG00000043051.17,Disc1,1,0.9559,1,0.9222,1,1.5385,1,0.5730,0.999879524,0.948800845,0.9999,0.5436,
ENSMUST00000122404.1,ENSMUSG00000082809.3,Gm14150,1,1.0566,1,0.8182,1,1.0393,1,0.8318,0.999879524,0.9999,0.9999,0.9729,
ENSMUST00000122410.7,ENSMUSG00000032386.15,Trip4,1,1.3678,1,0.7479,1,0.9486,1,1.0784,0.999879524,0.710194106,0.9999,0.9901,
ENSMUST00000122412.1,ENSMUSG00000024539.17,Ptpn2,1,1.2093,1,1.0492,1,1.4839,1,0.8550,0.999879524,0.988011518,0.9999,0.9874,
ENSMUST00000122415.2,ENSMUSG00000082433.2,Gm9025,1,1.2687,1,0.8750,1,0.8010,1,1.3859,0.999879524,0.9999,0.9999,0.9719,
ENSMUST00000122422.2,ENSMUSG00000081094.4,Rpl19-ps11,1,0.9101,1,1.5476,1,0.8372,1,1.6824,0.999879524,0.9999,0.9999,0.4798,
ENSMUST00000122423.7,ENSMUSG00000039013.16,Siglecf,1,1.5500,1,0.9618,1,0.9823,1,1.5176,0.999879524,0.981634777,0.9999,0.8070,
ENSMUST00000122424.7,ENSMUSG00000033557.17,Fam20b,1,1.5153,1,0.8257,1,0.7913,1,1.5812,0.999879524,0.788598037,0.9999,0.6251,
ENSMUST00000122441.1,ENSMUSG00000032307.16,Ube2q2,1,0.8414,1,0.9583,1,0.9894,1,0.8150,0.999879524,0.982832158,0.9999,0.9668,
ENSMUST00000122807.7,ENSMUSG00000031715.14,Smarca5,1,1.1592,1,1.6456,1,2.2146,1,0.8613,0.999879524,0.517650358,0.8371,0.9828,
ENSMUST00000122809.1,ENSMUSG00000044533.15,Rps2,1,0.8035,1,1.8404,1,1.6092,1,0.9189,0.999879524,0.9999,0.9999,0.9937,
ENSMUST00000122816.2,ENSMUSG00000030322.12,Mbd4,1,1.3196,1,0.7795,1,0.6363,1,1.6166,0.999879524,0.799767845,0.9999,0.7813,
ENSMUST00000122817.7,ENSMUSG00000035086.13,Becn1,1,1.4307,1,1.5593,1,1.6769,1,1.3303,0.999879524,0.626968686,0.9999,0.9546,
ENSMUST00000122843.1,ENSMUSG00000021596.16,Mctp1,1,0.9597,1,1.4479,1,2.6810,1,0.5183,0.999879524,0.9999,0.8446,0.8178,
ENSMUST00000122845.7,ENSMUSG00000026553.17,Copa,1,1.1232,1,1.0482,1,1.0627,1,1.1078,0.999879524,0.974430501,0.9999,0.9825,
ENSMUST00000122846.7,ENSMUSG00000040860.16,Crocc,1,1.1002,1,2.3897,1,2.3259,1,1.1304,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000122847.1,ENSMUSG00000028580.15,Pum1,1,0.6292,1,2.3110,1,1.1749,1,1.2378,0.999879524,0.9999,0.9999,0.9898,
ENSMUST00000122859.7,ENSMUSG00000068134.13,Zfp120,1,2.7226,1,0.8435,1,0.7936,1,2.8938,0.999879524,0.9999,0.9999,0.9242,
ENSMUST00000122865.1,ENSMUSG00000034135.15,Sik3,1,0.8879,1,0.9987,1,0.6006,1,1.4764,0.999879524,0.999704088,0.6722,0.6657,
ENSMUST00000122870.1,ENSMUSG00000022906.15,Parp9,1,1.1002,1,1.7478,1,0.5260,1,3.6559,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000122878.7,ENSMUSG00000028603.15,Scp2,1,1.6392,1,0.8685,1,1.3507,1,1.0539,0.999879524,0.947451709,0.9999,0.9938,
ENSMUST00000122883.1,ENSMUSG00000039450.11,Dcxr,1,1.5927,1,1.0344,1,1.6085,1,1.0243,0.999879524,0.9999,0.9999,0.9968,
ENSMUST00000122884.1,ENSMUSG00000026240.12,Cops7b,1,0.3779,1,1.9345,1,1.6085,1,0.4545,0.999879524,0.9999,0.9999,0.9271,
ENSMUST00000122889.1,ENSMUSG00000033943.15,Mga,1,0.6629,1,1.0422,1,1.3926,1,0.4961,0.999879524,0.9999,0.9999,0.9540,
ENSMUST00000122892.1,ENSMUSG00000041642.18,Kif21b,1,0.7130,1,0.7249,1,0.8162,1,0.6332,0.999879524,0.643223397,0.9999,0.7642,
ENSMUST00000122894.7,ENSMUSG00000031399.15,Fam3a,1,1.3758,1,1.6759,1,1.9139,1,1.2047,0.999879524,0.9999,0.9999,0.9847,
ENSMUST00000122895.7,ENSMUSG00000040785.19,Ttc3,1,0.9723,1,0.8638,1,0.7813,1,1.0750,0.999879524,0.975908652,0.9999,0.9949,
ENSMUST00000122899.7,ENSMUSG00000034595.17,Ppp1r18,1,0.8980,1,0.4721,1,0.9457,1,0.4483,0.999879524,0.125903842,0.9999,0.4739,
ENSMUST00000122900.1,ENSMUSG00000027176.8,Cstf3,1,1.1679,1,0.9561,1,0.9938,1,1.1235,0.999879524,0.972752171,0.9999,0.9760,
ENSMUST00000122902.7,ENSMUSG00000036257.15,Pnpla8,1,0.9405,1,0.9541,1,0.9147,1,0.9810,0.999879524,0.969768132,0.9999,0.9949,
ENSMUST00000122905.7,ENSMUSG00000064215.13,Ifi27,1,0.6002,1,0.7774,1,3.3223,1,0.1404,0.999879524,0.9999,0.9999,0.4192,
ENSMUST00000122915.7,ENSMUSG00000015149.14,Sirt2,1,1.0156,1,1.0091,1,1.0744,1,0.9539,0.999879524,0.989162802,0.9999,0.9769,
ENSMUST00000122916.1,ENSMUSG00000029571.14,Tmem106b,1,0.6094,1,1.2752,1,0.6907,1,1.1251,0.999879524,0.9999,0.9999,0.9919,
ENSMUST00000122919.7,ENSMUSG00000027829.15,Ccnl1,1,1.3411,1,1.7541,1,1.1729,1,2.0058,0.999879524,0.396087611,0.9999,0.6418,
ENSMUST00000122924.1,ENSMUSG00000110949.1,Nudt8,1,2.3721,1,1.1408,1,0.8723,1,3.1022,0.999879524,0.9999,0.9999,0.7878,
ENSMUST00000122928.1,ENSMUSG00000056260.15,Lrif1,1,2.3383,1,1.0391,1,1.4253,1,1.7047,0.999879524,0.9999,0.9999,0.9193,
ENSMUST00000122941.7,ENSMUSG00000022201.16,Zfr,1,1.2457,1,1.0041,1,0.8884,1,1.4080,0.999879524,0.996153545,0.9999,0.4046,
ENSMUST00000122955.7,ENSMUSG00000068329.12,Htra2,1,4.2556,1,0.4570,1,0.8684,1,2.2396,0.999879524,0.9999,0.9999,0.9703,
ENSMUST00000122956.1,ENSMUSG00000046062.5,Ppp1r15b,1,1.1802,1,0.8568,1,1.1111,1,0.9101,0.999879524,0.784344587,0.9999,0.9760,
ENSMUST00000122964.1,ENSMUSG00000041638.18,Gcn1,1,1.4038,1,0.8469,1,0.7330,1,1.6219,0.999879524,0.9999,0.9999,0.8350,
ENSMUST00000122965.7,ENSMUSG00000027167.11,Elp4,1,0.7825,1,1.2875,1,1.1561,1,0.8714,0.999879524,0.538418497,0.9999,0.9593,
ENSMUST00000122986.1,ENSMUSG00000003458.12,Ncstn,1,1.1776,1,0.8609,1,0.9994,1,1.0144,0.999879524,0.9999,1.0000,0.9970,
ENSMUST00000122989.1,ENSMUSG00000069631.14,Strada,1,1.8579,1,0.3978,1,0.4731,1,1.5623,0.999879524,0.013823643,0.6967,0.8139,
ENSMUST00000122994.1,ENSMUSG00000025534.17,Gusb,1,1.1702,1,1.0930,1,0.9161,1,1.3962,0.999879524,0.905930224,0.9999,0.6931,
ENSMUST00000122996.7,ENSMUSG00000029922.15,Mkrn1,1,1.1649,1,0.6680,1,0.9418,1,0.8263,0.999879524,0.488708378,0.9999,0.9627,
ENSMUST00000123006.7,ENSMUSG00000015745.9,Plekho1,1,0.9190,1,0.7629,1,1.2806,1,0.5475,0.999879524,0.443594468,0.9999,0.1544,
ENSMUST00000123015.7,ENSMUSG00000002963.17,Pnkp,1,3.4414,1,0.3745,1,0.5818,1,2.2155,0.999879524,0.9999,0.9999,0.9703,
ENSMUST00000123019.7,ENSMUSG00000057137.9,Tmem140,1,1.2832,1,1.3305,1,0.7794,1,2.1904,0.999879524,0.79481647,0.9999,0.5258,
ENSMUST00000123029.7,ENSMUSG00000024826.15,Dpf2,1,0.8396,1,1.3231,1,0.5082,1,2.1861,0.999879524,0.9999,0.9999,0.9610,
ENSMUST00000123031.7,ENSMUSG00000039637.15,Coro7,1,1.2688,1,1.0332,1,0.4993,1,2.6256,0.999879524,0.9999,0.9999,0.8440,
ENSMUST00000123033.1,ENSMUSG00000063015.12,Ccni,1,1.0066,1,0.8633,1,1.3720,1,0.6334,0.999879524,0.785582558,0.9999,0.4084,
ENSMUST00000123037.2,ENSMUSG00000026872.18,Zeb2,1,1.0778,1,1.0198,1,0.9280,1,1.1845,0.999879524,0.992850851,0.9999,0.9668,
ENSMUST00000123041.7,ENSMUSG00000031634.13,Ufsp2,1,1.7088,1,0.5084,1,0.6649,1,1.3065,0.999879524,0.9999,0.9999,0.9760,
ENSMUST00000123046.7,ENSMUSG00000026970.16,Rbms1,1,0.8593,1,1.1470,1,0.7868,1,1.2527,0.999879524,0.9999,0.9999,0.9769,
ENSMUST00000123052.7,ENSMUSG00000019428.16,Fkbp8,1,0.9354,1,1.1028,1,1.1008,1,0.9372,0.999879524,0.937601227,0.9999,0.9915,
ENSMUST00000123059.1,ENSMUSG00000055923.16,Aasdh,1,1.7284,1,1.0453,1,0.7989,1,2.2615,0.999879524,0.9999,0.9999,0.7914,
ENSMUST00000123079.7,ENSMUSG00000028684.14,Urod,1,0.7305,1,1.9352,1,1.6292,1,0.8677,0.999879524,0.9999,0.9999,0.9916,
ENSMUST00000123080.6,ENSMUSG00000079442.12,St6galnac4,1,1.0287,1,0.9200,1,0.9413,1,1.0054,0.999879524,0.820012819,0.9999,0.9967,
ENSMUST00000123082.8,ENSMUSG00000060771.15,Tsga10,1,1.3113,1,1.0458,1,1.4849,1,0.9235,0.999879524,0.980575316,0.9999,0.9913,
ENSMUST00000123084.7,ENSMUSG00000005204.12,Senp3,1,1.0825,1,0.9542,1,1.4209,1,0.7269,0.999879524,0.9999,0.9999,0.9733,
ENSMUST00000123087.7,ENSMUSG00000063714.15,Sp3os,1,0.9813,1,1.0582,1,0.8968,1,1.1579,0.999879524,0.959845129,0.9999,0.9610,
ENSMUST00000123093.1,ENSMUSG00000007458.14,M6pr,1,0.9910,1,1.6826,1,1.1069,1,1.5065,0.999879524,0.185770904,0.9999,0.7685,
ENSMUST00000123098.7,ENSMUSG00000039841.14,Zfp800,1,1.2175,1,0.5983,1,1.5792,1,0.4613,0.999879524,0.9999,0.9999,0.9668,
ENSMUST00000123112.7,ENSMUSG00000022552.16,Sharpin,1,0.8289,1,1.2153,1,0.8253,1,1.2206,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000123115.1,ENSMUSG00000032786.16,Alas1,1,0.7859,1,0.6959,1,0.7083,1,0.7721,0.999879524,0.9999,0.9999,0.9775,
ENSMUST00000123128.7,ENSMUSG00000034593.16,Myo5a,1,0.7255,1,5.1468,1,0.9430,1,3.9597,0.999879524,0.005884623,0.9999,0.3383,
ENSMUST00000123139.1,ENSMUSG00000040112.9,Mrps35,1,0.8517,1,1.0146,1,1.3320,1,0.6488,0.999879524,0.9999,0.9999,0.7878,
ENSMUST00000123141.1,ENSMUSG00000048696.11,Mex3d,1,1.4284,1,0.7278,1,0.7647,1,1.3595,0.999879524,0.9999,0.9999,0.9383,
ENSMUST00000123142.2,ENSMUSG00000002107.18,Celf2,1,0.8940,1,0.8454,1,0.8030,1,0.9413,0.999879524,0.9999,0.9999,0.9920,
ENSMUST00000123158.1,ENSMUSG00000046020.13,Pofut1,1,0.7852,1,2.7167,1,0.7454,1,2.8619,0.999879524,0.9999,0.9999,0.8577,
ENSMUST00000123170.7,ENSMUSG00000009555.16,Cdk9,1,1.0209,1,1.2894,1,1.0479,1,1.2561,0.999879524,0.488528264,0.9999,0.8646,
ENSMUST00000123178.7,ENSMUSG00000033904.16,Ccp110,1,1.6570,1,0.9780,1,2.5061,1,0.6466,0.999879524,0.9999,0.9999,0.9768,
ENSMUST00000123180.1,ENSMUSG00000030805.14,Stx4a,1,1.8835,1,1.1483,1,1.5919,1,1.3586,0.999879524,0.9999,0.9999,0.9688,
ENSMUST00000123183.7,ENSMUSG00000058558.12,Rpl5,1,0.8505,1,0.6814,1,1.0581,1,0.5478,0.999879524,0.834839107,0.9999,0.8911,
ENSMUST00000123190.7,ENSMUSG00000089832.8,Shkbp1,1,0.7675,1,0.8684,1,1.6950,1,0.3932,0.999879524,0.965212501,0.9999,0.7876,
ENSMUST00000123192.1,ENSMUSG00000040667.11,Nup88,1,0.6338,1,1.8618,1,1.2865,1,0.9172,0.999879524,0.9999,0.9999,0.9937,
ENSMUST00000123196.8,ENSMUSG00000022967.13,Ifnar1,1,0.8887,1,2.4703,1,0.8782,1,2.4997,0.999879524,0.00094733,0.9999,0.0859,
ENSMUST00000123202.7,ENSMUSG00000026856.14,Dolpp1,1,2.1060,1,1.0302,1,3.6620,1,0.5925,0.999879524,0.9999,0.9999,0.9760,
ENSMUST00000123225.1,ENSMUSG00000051344.13,Plekhm3,1,2.7108,1,0.5616,1,1.2416,1,1.2261,0.771775439,0.9999,0.9999,0.9733,
ENSMUST00000123227.2,ENSMUSG00000040532.14,Abhd11,1,0.9877,1,0.7532,1,1.9032,1,0.3909,0.999879524,0.9999,0.9999,0.5463,
ENSMUST00000123233.1,ENSMUSG00000028842.15,Ago3,1,0.8774,1,0.8826,1,1.5552,1,0.4979,0.999879524,0.907860086,0.9999,0.3813,
ENSMUST00000123238.1,ENSMUSG00000026365.15,Cfh,1,0.5767,1,2.2509,1,267.3463,1,0.0049,0.999879524,0.9999,0.0123,0.0065,
ENSMUST00000123240.1,ENSMUSG00000031807.10,Pgls,1,1.3425,1,0.9120,1,0.7864,1,1.5569,0.999879524,0.89319125,0.9999,0.4060,
ENSMUST00000123241.1,ENSMUSG00000035027.18,Map2k2,1,0.9081,1,1.0761,1,0.9391,1,1.0406,0.999879524,0.959845129,0.9999,0.9937,
ENSMUST00000123247.7,ENSMUSG00000030374.15,Strn4,1,1.4973,1,0.9526,1,1.0342,1,1.3792,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000123253.7,ENSMUSG00000040549.16,Ckap5,1,1.4508,1,0.9054,1,1.9860,1,0.6614,0.999879524,0.9999,0.9999,0.9275,
ENSMUST00000123260.7,ENSMUSG00000020546.14,Stxbp4,1,0.4965,1,1.7902,1,4.8400,1,0.1836,0.999879524,0.9999,0.9999,0.7326,
ENSMUST00000123262.7,ENSMUSG00000028483.13,Snapc3,1,0.5789,1,1.0912,1,0.8629,1,0.7320,0.999879524,0.978327212,0.9999,0.9721,
ENSMUST00000123273.1,ENSMUSG00000025158.7,Rfng,1,0.9095,1,1.0727,1,1.0041,1,0.9716,0.999879524,0.952571597,0.9999,0.9938,
ENSMUST00000123275.7,ENSMUSG00000036352.16,Ubac1,1,0.7171,1,0.8712,1,0.9420,1,0.6632,0.999879524,0.919718085,0.9999,0.8553,
ENSMUST00000123292.1,ENSMUSG00000009013.5,Dynll1,1,0.9067,1,0.8250,1,0.9460,1,0.7907,0.999879524,0.626769431,0.9999,0.8205,
ENSMUST00000123296.7,ENSMUSG00000030869.11,Ndufab1,1,1.0728,1,1.1334,1,0.9963,1,1.2204,0.999879524,0.869256423,0.9999,0.9184,
ENSMUST00000123301.7,ENSMUSG00000026027.13,Stradb,1,1.1752,1,1.0502,1,0.9771,1,1.2631,0.999879524,0.97347423,0.9999,0.9285,
ENSMUST00000123307.7,ENSMUSG00000031634.13,Ufsp2,1,0.4322,1,1.5217,1,0.8284,1,0.7939,0.999879524,0.9999,0.9999,0.9874,
ENSMUST00000123309.1,ENSMUSG00000012819.15,Cdh23,1,1.1514,1,0.6581,1,1.0871,1,0.6971,0.999879524,0.9999,0.9999,0.9109,
ENSMUST00000123314.7,ENSMUSG00000008200.15,Fnbp4,1,3.0734,1,0.5258,1,0.5907,1,2.7356,0.999879524,0.9999,0.9999,0.6048,
ENSMUST00000123320.7,ENSMUSG00000032359.14,Ctsh,1,1.1030,1,1.3344,1,0.9493,1,1.5504,0.999879524,4.95E-11,0.9999,1.80E-10,
ENSMUST00000123332.7,ENSMUSG00000028453.10,Fancg,1,0.4757,1,1.8439,1,0.5869,1,1.4944,0.999879524,0.9999,0.9999,0.9227,
ENSMUST00000123337.1,ENSMUSG00000025283.15,Sat1,1,0.7398,1,1.2938,1,0.9403,1,1.0179,0.999879524,0.9999,0.9999,0.9970,
ENSMUST00000123339.1,ENSMUSG00000020719.14,Ddx5,1,1.0562,1,0.7817,1,0.8531,1,0.9678,0.999879524,0.592086335,0.9999,0.9934,
ENSMUST00000123344.1,ENSMUSG00000026426.10,Arl8a,1,1.2680,1,1.1068,1,1.1081,1,1.2666,0.999879524,0.9999,0.9999,0.9721,
ENSMUST00000123355.7,ENSMUSG00000036854.14,Hspb6,1,1.2557,1,0.5791,1,1.1940,1,0.6090,0.999879524,0.9999,0.9999,0.9700,
ENSMUST00000123358.8,ENSMUSG00000060601.13,Nr1h2,1,1.5450,1,1.2533,1,1.2459,1,1.5542,0.999879524,0.734928734,0.9999,0.6931,
ENSMUST00000123362.7,ENSMUSG00000031393.16,Mecp2,1,0.8948,1,0.9484,1,1.2879,1,0.6589,0.999879524,0.9999,0.9999,0.9285,
ENSMUST00000123370.2,ENSMUSG00000005373.13,Mlxipl,1,1.4121,1,1.4785,1,0.9262,1,2.2541,0.999879524,0.9999,0.9999,0.9161,
ENSMUST00000123382.1,ENSMUSG00000030714.14,Sgf29,1,1.1519,1,0.3983,1,1.0130,1,0.4529,0.999879524,0.9999,0.9999,0.7854,
ENSMUST00000123384.7,ENSMUSG00000026634.16,Angel2,1,1.4640,1,1.1804,1,1.0002,1,1.7278,0.999879524,0.9999,1.0000,0.8713,
ENSMUST00000123413.7,ENSMUSG00000022884.16,Eif4a2,1,0.5760,1,4.9176,1,9.9974,1,0.2833,0.999879524,1.05E-06,0.0002,0.1271,
ENSMUST00000123415.7,ENSMUSG00000036980.13,Taf6,1,1.5657,1,0.8812,1,1.6223,1,0.8505,0.999879524,0.9999,0.9999,0.9892,
ENSMUST00000123437.7,ENSMUSG00000032698.15,Lmo2,1,1.0032,1,0.8794,1,0.9228,1,0.9561,0.999879524,0.912860249,0.9999,0.9934,
ENSMUST00000123440.1,ENSMUSG00000038807.19,Rap1gap2,1,2.2585,1,0.7017,1,0.9496,1,1.6689,0.478786162,0.511578762,0.9999,0.6458,
ENSMUST00000123442.1,ENSMUSG00000008763.16,Man1a2,1,0.9101,1,1.0574,1,1.9475,1,0.4941,0.999879524,0.978715882,0.9569,0.6376,
ENSMUST00000123449.1,ENSMUSG00000032869.15,Psmf1,1,0.6488,1,1.6049,1,1.6811,1,0.6194,0.999879524,0.9999,0.9999,0.9527,
ENSMUST00000123453.1,ENSMUSG00000036246.14,Gmip,1,1.3291,1,0.9922,1,1.0267,1,1.2844,0.999879524,0.99582874,0.9999,0.8870,
ENSMUST00000123456.1,ENSMUSG00000006728.12,Cdk4,1,0.8634,1,1.4588,1,1.6169,1,0.7791,0.999879524,0.9999,0.9999,0.9759,
ENSMUST00000123488.7,ENSMUSG00000050608.11,Micos10,1,1.3817,1,1.3156,1,1.8559,1,0.9795,0.999879524,0.9999,0.9999,0.9975,
ENSMUST00000123489.1,ENSMUSG00000038268.4,Ovca2,1,1.0065,1,0.7233,1,0.4581,1,1.5893,0.999879524,0.9999,0.9999,0.9495,
ENSMUST00000123495.7,ENSMUSG00000035439.13,Haus8,1,3.0057,1,1.0886,1,0.9638,1,3.3950,0.999879524,0.9999,0.9999,0.3276,
ENSMUST00000123499.7,ENSMUSG00000032030.16,Cul5,1,1.1813,1,1.1993,1,0.9481,1,1.4942,0.999879524,0.938283051,0.9999,0.9464,
ENSMUST00000123500.2,ENSMUSG00000034708.12,Grn,1,1.0989,1,1.3825,1,0.8502,1,1.7869,0.999879524,0.117327368,0.9999,0.0510,
ENSMUST00000123502.7,ENSMUSG00000024018.18,Ccdc167,1,0.6217,1,4.1328,1,0.5914,1,4.3442,0.999879524,0.9999,0.9999,0.6278,
ENSMUST00000123506.7,ENSMUSG00000034354.17,Mtmr3,1,1.3873,1,0.9301,1,0.8078,1,1.5973,0.999879524,0.930466381,0.9999,0.3954,
ENSMUST00000123511.7,ENSMUSG00000030707.15,Coro1a,1,1.3732,1,1.1257,1,1.0929,1,1.4144,0.999879524,0.920007048,0.9999,0.8673,
ENSMUST00000123519.8,ENSMUSG00000026095.15,Asnsd1,1,1.4313,1,1.1752,1,0.8468,1,1.9865,0.999879524,0.94342991,0.9999,0.8016,
ENSMUST00000123531.7,ENSMUSG00000034593.16,Myo5a,1,0.8938,1,2.2770,1,0.7594,1,2.6801,0.999879524,0.613261089,0.9999,0.8193,
ENSMUST00000123533.7,ENSMUSG00000035772.11,Mrps2,1,0.7645,1,1.7029,1,1.3718,1,0.9490,0.999879524,0.9999,0.9999,0.9944,
ENSMUST00000123536.1,ENSMUSG00000010538.14,Tsacc,1,0.8578,1,0.8787,1,0.7979,1,0.9446,0.999879524,0.9999,0.9999,0.9926,
ENSMUST00000123539.7,ENSMUSG00000027695.16,Pld1,1,1.1674,1,0.9207,1,1.4543,1,0.7391,0.999879524,0.890672403,0.7142,0.6502,
ENSMUST00000123544.1,ENSMUSG00000042549.10,Map2k3os,1,0.4742,1,1.4776,1,1.1084,1,0.6322,0.999879524,0.9999,0.9999,0.9999,
ENSMUST00000123545.7,ENSMUSG00000030590.15,Fam98c,1,1.2450,1,1.2457,1,1.1024,1,1.4067,0.999879524,0.887367291,0.9999,0.9398,
ENSMUST00000123553.1,ENSMUSG00000026031.15,Cflar,1,1.0515,1,1.2103,1,1.0761,1,1.1826,0.999879524,0.700900434,0.9999,0.9333,
ENSMUST00000123555.7,ENSMUSG00000023249.15,Parp3,1,1.2645,1,0.9445,1,0.7738,1,1.5434,0.999879524,0.980575316,0.9999,0.8938,
ENSMUST00000123558.7,ENSMUSG00000017119.19,Nbr1,1,1.5635,1,1.5351,1,1.0849,1,2.2124,0.999879524,0.662488286,0.9999,0.6084,
ENSMUST00000123559.1,ENSMUSG00000035297.14,Cops4,1,7.3491,1,0.8251,1,3.1649,1,1.9160,0.999879524,0.9999,0.9999,0.9627,
ENSMUST00000123562.1,ENSMUSG00000040321.3,Zfp770,1,0.9455,1,0.8714,1,3.6619,1,0.2250,0.999879524,0.9999,0.8329,0.3885,
ENSMUST00000123569.2,ENSMUSG00000034192.5,Lsm3,1,0.5892,1,0.4982,1,0.4007,1,0.7325,0.999879524,0.9999,0.9792,0.9657,
ENSMUST00000123580.7,ENSMUSG00000026034.17,Clk1,1,1.0804,1,1.1968,1,1.3110,1,0.9864,0.999879524,0.669857539,0.9999,0.9954,
